Provincia,Partido,Localidad,Poblacion,ADSL,CABLEMODEM,DIALUP,FIBRAOPTICA,SATELITAL,WIRELESS,TELEFONIAFIJA,4G,Latitud,Longitud
BUENOS AIRES,General Pueyrredón,Mar del Plata,560913,SI,SI,SI,SI,SI,SI,SI,SI,-380120914785136.0,-576064947153173.0
BUENOS AIRES,General Pueyrredón,Punta Mogotes,0,--,--,--,--,--,--,--,SI,-380833774287933.0,-575859350936487.0
BUENOS AIRES,General Pueyrredón,Sierra de los Padres,4249,SI,--,--,SI,--,SI,SI,SI,-37954166706805.0,-577715971022228.0
BUENOS AIRES,General Rodríguez,Barrio Ruta 24 Kilómetro 10,0,--,--,--,SI,--,--,--,SI,-346882159472973.0,-589574297137089.0
BUENOS AIRES,General Rodríguez,Country Club Bosque Real - Barrio Morabo,0,--,--,--,--,--,--,--,SI,-34555.0,-58935.0
CABA,COMUNA 05,ALMAGRO,131699,SI,SI,SI,SI,SI,SI,SI,SI,-346092276891202.0,-584217452253939.0
CHUBUT,Escalante,Comodoro Rivadavia,175196,SI,SI,SI,SI,SI,SI,SI,SI,-458729846778063.0,-675430559979427.0
CHUBUT,Escalante,Diadema Argentina,1317,--,--,--,--,--,SI,--,SI,-457906089158021.0,-676738925726169.0
CHUBUT,Escalante,Km. 11 - Cuarteles,0,--,--,--,--,--,--,--,--,-457707679612545.0,-674358046744231.0
CHUBUT,Escalante,KM. 3 - General Mosconi,0,--,--,--,--,--,--,--,SI,-458318281251079.0,-674917096424434.0
CHUBUT,Escalante,KM. 5 - Presidente Ortiz,0,--,--,--,--,--,--,--,--,-457875522789201.0,-674695736235974.0
CHUBUT,Escalante,KM. 8 - Don Bosco,0,--,--,--,--,--,--,--,SI,-457988982385959.0,-674314970230436.0
CABA,COMUNA 05,BOEDO,47306,SI,SI,SI,SI,SI,SI,SI,SI,-346299600080664.0,-584188403738383.0
CHUBUT,Escalante,Rada Tilly,9098,SI,SI,SI,SI,--,SI,SI,SI,-459368019185633.0,-675653960236573.0
CHUBUT,Florentino Ameghino,Camarones,1296,--,--,--,--,SI,SI,SI,SI,-4479829087317.0,-657105992934951.0
CHUBUT,Florentino Ameghino,Garayalde,18,--,--,--,--,--,SI,--,--,-446795783728661.0,-666097364550235.0
CHUBUT,Futaleufú,Aldea Escolar,359,--,--,--,--,SI,--,SI,--,-431198187614025.0,-715588967458005.0
CHUBUT,Futaleufú,Corcovado,1820,--,--,SI,--,SI,--,SI,--,-435380021657326.0,-714659616215841.0
CHUBUT,Futaleufú,Esquel,32343,SI,SI,SI,--,SI,SI,SI,SI,-429133238858291.0,-713185116319277.0
BUENOS AIRES,Mar Chiquita,General Pirán,2934,--,--,SI,SI,--,SI,SI,SI,-372778606745914.0,-577740148170475.0
BUENOS AIRES,Mar Chiquita,La Armonía,172,--,--,--,--,--,SI,--,SI,-37774854850113.0,-576351210747907.0
BUENOS AIRES,Mar Chiquita,La Baliza,0,--,--,--,--,--,--,--,SI,-377697388275396.0,-57450820092514.0
BUENOS AIRES,Mar Chiquita,La Caleta,0,--,--,--,--,--,SI,--,--,-377834384978567.0,-574647863685704.0
BUENOS AIRES,Mar Chiquita,Mar Chiquita,487,--,--,--,--,--,--,SI,SI,-377462581727647.0,-574274479339348.0
BUENOS AIRES,Mar Chiquita,Mar de Cobo,760,SI,--,SI,SI,--,--,SI,--,-377768000427976.0,-57455658983424.0
BUENOS AIRES,Mar Chiquita,Playa Dorada,0,--,--,--,--,--,SI,--,SI,-378730952780707.0,-575218898754931.0
BUENOS AIRES,Mar Chiquita,Santa Clara del Mar,7713,SI,--,--,SI,--,SI,--,SI,-37834833606977.0,-575079487213859.0
BUENOS AIRES,Mar Chiquita,Santa Elena,0,--,--,--,--,--,--,--,--,-378649003626945.0,-575169016362882.0
BUENOS AIRES,Mar Chiquita,Vivoratá,956,--,--,--,SI,--,SI,SI,SI,-376627994476991.0,-576670967441538.0
BUENOS AIRES,Marcos Paz,Barrio Santa Rosa,109,--,--,--,--,--,--,--,SI,-34953080822173.0,-5878292863718.0
BUENOS AIRES,Marcos Paz,Marcos Paz,50460,SI,SI,SI,SI,SI,SI,SI,SI,-347965436888808.0,-588778211205753.0
BUENOS AIRES,Mercedes,Goldney,85,--,--,--,--,--,--,--,--,-346029546709308.0,-59288213732192.0
BUENOS AIRES,Benito Juárez,Benito Juárez (Est. Juárez),14279,SI,--,SI,SI,SI,SI,SI,SI,-376766410210105.0,-598057677109444.0
BUENOS AIRES,Benito Juárez,López,138,--,--,--,SI,--,SI,--,--,-375545120854221.0,-596278461536299.0
BUENOS AIRES,Benito Juárez,Tedín Uriburu,157,--,--,--,--,--,--,--,SI,-373683686253208.0,-597630391604187.0
BUENOS AIRES,Benito Juárez,Villa Cacique (Est. Alfredo Fortabat),2689,--,--,--,SI,SI,SI,--,SI,-376704778893557.0,-594003533386514.0
BUENOS AIRES,Berazategui,Berazategui,100855,SI,SI,SI,SI,SI,SI,SI,SI,-347597493264937.0,-582019645234278.0
BUENOS AIRES,Berazategui,Berazategui Oeste,87792,SI,SI,--,SI,--,--,SI,SI,-347804201858899.0,-582415010261207.0
BUENOS AIRES,Berazategui,Carlos Tomás Sourigues,11695,SI,SI,--,SI,--,--,SI,SI,-348021192214631.0,-582188212494897.0
BUENOS AIRES,Berazategui,Centro Agrícola El Pato,7847,SI,SI,--,--,--,SI,SI,SI,-349067557072114.0,-581966995021239.0
CORDOBA,Totoral,Sarmiento,1288,SI,--,--,--,--,--,SI,--,-307741941000543.0,-641089868115808.0
CORDOBA,Totoral,Simbolar,340,--,--,--,--,--,--,SI,--,-304752563998131.0,-639850395218446.0
BUENOS AIRES,Berazategui,Guillermo E. Hudson,49458,SI,SI,SI,SI,--,--,SI,SI,-347897594857633.0,-581439692638183.0
BUENOS AIRES,Berazategui,Juan María Gutierrez,14868,SI,SI,SI,SI,--,SI,SI,SI,-348348420760566.0,-581819061125702.0
BUENOS AIRES,Berazategui,Pereyra,1291,SI,SI,SI,SI,--,--,SI,SI,-348471945391094.0,-581392765205344.0
BUENOS AIRES,Berazategui,Plátanos,17961,--,SI,--,SI,--,--,SI,SI,-347674201820877.0,-581652686003148.0
BUENOS AIRES,Berazategui,Ranelagh,17183,SI,SI,SI,SI,SI,--,SI,SI,-347941468501172.0,-581989815634425.0
BUENOS AIRES,Berazategui,Villa España,15205,SI,SI,--,SI,--,--,SI,SI,-34776063416904.0,-582002532983623.0
BUENOS AIRES,Berisso,Barrio Banco Provincia,0,--,--,--,--,--,--,--,SI,-348752589900973.0,-578550856662877.0
BUENOS AIRES,Berisso,Barrio El Carmen (Este),0,--,--,--,SI,--,SI,--,SI,-349293102150655.0,-578853552505795.0
BUENOS AIRES,Berisso,Barrio Universitario,0,--,--,--,--,--,--,--,SI,-349027528834433.0,-579270884333304.0
ENTRE RIOS,Colón,El Colorado,0,--,--,--,--,SI,--,--,SI,-321819017485871.0,-581918561863469.0
ENTRE RIOS,Colón,Hambis,58,--,--,--,--,--,SI,--,--,-319629513486876.0,-585082059489741.0
BUENOS AIRES,General Pinto,General Pinto,6557,--,--,SI,--,SI,--,SI,SI,-34764155990724.0,-618900674920122.0
BUENOS AIRES,General Pinto,Germania (Est. Mayor José Orellano),1397,SI,--,--,--,--,--,--,SI,-34576111833277.0,-620518306894073.0
BUENOS AIRES,General Pinto,Gunther,23,--,--,--,--,--,--,--,--,-345994995308259.0,-619164989081536.0
BUENOS AIRES,General Pinto,Villa Francia (Est. Coronel Granada),1176,--,--,--,SI,SI,--,SI,SI,-347913160212074.0,-622011090686366.0
BUENOS AIRES,General Pinto,Villa Roth (Est. Ingeniero Balbín),38,--,--,--,--,--,--,--,--,-345798302278832.0,-621710489234118.0
BUENOS AIRES,General Pueyrredón,Barrio Colinas Verdes,0,--,--,--,--,--,SI,--,SI,-378931024789245.0,-578261645643114.0
BUENOS AIRES,General Pueyrredón,Barrio El Boquerón,509,--,--,--,--,--,SI,--,SI,-380297229162982.0,-577995485049706.0
BUENOS AIRES,General Pueyrredón,Barrio El Casal,0,--,--,--,--,--,SI,--,--,-378324145231571.0,-576311155465986.0
BUENOS AIRES,General Pueyrredón,Barrio El Coyunco,0,--,--,--,SI,--,SI,--,SI,-379050810135269.0,-577391824086455.0
BUENOS AIRES,General Pueyrredón,Barrio La Gloria,415,--,--,--,--,--,SI,--,SI,-379068268303117.0,-577858860640391.0
BUENOS AIRES,General Pueyrredón,Barrio Santa Paula,644,--,--,--,SI,SI,SI,--,SI,-379317157840639.0,-57683162032898.0
BUENOS AIRES,General Pueyrredón,Batán,10152,SI,--,--,SI,SI,SI,SI,SI,-380086211557001.0,-577085500402678.0
BUENOS AIRES,General Pueyrredón,Camet,0,SI,--,--,SI,--,SI,SI,SI,-379130763908367.0,-57552463851894.0
ENTRE RIOS,Colón,Hocker,98,--,--,--,--,--,SI,--,SI,-320874958453901.0,-583417058444451.0
BUENOS AIRES,Malvinas Argentinas,Ingeniero Pablo Nogués,42663,SI,SI,SI,SI,--,SI,SI,SI,-344790933125467.0,-586989741628196.0
BUENOS AIRES,Malvinas Argentinas,Los Polvorines,59169,SI,SI,SI,SI,SI,SI,SI,SI,-345078746726212.0,-587013439131882.0
BUENOS AIRES,Malvinas Argentinas,Malvinas Argentinas,408,--,SI,--,SI,--,SI,--,--,-345078746726212.0,-587013439131882.0
BUENOS AIRES,Malvinas Argentinas,Tortuguitas,45901,SI,SI,--,SI,--,--,SI,SI,-344746661471823.0,-587513344097631.0
BUENOS AIRES,Malvinas Argentinas,Villa De Mayo,48136,SI,SI,SI,SI,--,SI,SI,SI,-345061507591135.0,-586793063506777.0
BUENOS AIRES,Mar Chiquita,Atlantida,0,--,--,--,--,--,--,--,SI,-378505519250944.0,-575134595632837.0
BUENOS AIRES,Mar Chiquita,Camet Norte,0,--,--,--,--,--,--,--,SI,-378224325083139.0,-574974692762018.0
BUENOS AIRES,Mar Chiquita,Coronel Vidal,6611,SI,SI,--,SI,--,SI,SI,SI,-37452214188593.0,-577299500229319.0
BUENOS AIRES,Mar Chiquita,Frente Mar,0,--,--,--,--,--,--,--,SI,-37857770246553.0,-575154242437478.0
BUENOS AIRES,San Miguel,San Miguel,171913,SI,SI,SI,SI,SI,SI,SI,SI,-345536228677773.0,-587347875195953.0
BUENOS AIRES,San Nicolás,Campos Salles,0,--,--,--,--,--,--,--,--,-334010837029564.0,-602846972878391.0
BUENOS AIRES,San Nicolás,Conesa,2066,SI,--,--,--,SI,--,SI,SI,-335962124822607.0,-603541264450858.0
BUENOS AIRES,San Nicolás,Erézcano,434,--,--,--,--,--,SI,--,--,-335232449410318.0,-603174454958625.0
BUENOS AIRES,San Nicolás,General Rojo,2464,--,--,--,SI,SI,--,SI,SI,-334758683523604.0,-602874270636731.0
BUENOS AIRES,San Nicolás,La Emilia,5325,--,--,--,--,--,--,--,SI,-333514852802661.0,-603139573529074.0
BUENOS AIRES,San Nicolás,San Nicolás de los Arroyos,133602,SI,SI,SI,SI,SI,SI,SI,SI,-333487082868277.0,-60231333927581.0
BUENOS AIRES,San Nicolás,Villa Campi,0,--,--,--,--,--,--,--,--,-333599587304228.0,-603000892882903.0
BUENOS AIRES,San Nicolás,Villa Canto,0,--,--,--,--,--,--,--,SI,-333708479748.0,-602954116362263.0
BUENOS AIRES,San Nicolás,Villa Esperanza,386,--,--,--,--,--,--,--,--,-33422326147095.0,-602605874904382.0
BUENOS AIRES,San Nicolás,Villa Riccio,0,--,--,--,--,--,--,--,--,-333630498059477.0,-602953990898749.0
BUENOS AIRES,San Pedro,Gobernador Castro,2607,--,--,--,--,--,--,--,SI,-336605787290919.0,-598663408291494.0
BUENOS AIRES,San Pedro,Ingeniero Moneta,20,--,--,--,--,--,--,--,--,-339314631330704.0,-597482330053997.0
BUENOS AIRES,San Pedro,Obligado,261,--,--,--,--,--,--,--,SI,-335965558617631.0,-598199792397796.0
BUENOS AIRES,San Pedro,Pueblo Doyle,528,--,--,--,--,--,--,--,--,-339050057189811.0,-598187532271261.0
BUENOS AIRES,San Pedro,Río Tala,1814,--,--,--,SI,--,--,--,SI,-33769589927701.0,-596383708591324.0
BUENOS AIRES,San Pedro,San Pedro,47452,SI,SI,--,SI,SI,SI,SI,SI,-336791252253366.0,-596668951027895.0
BUENOS AIRES,San Pedro,Santa Lucía,2360,--,--,--,SI,SI,--,SI,SI,-338794559527188.0,-598753284459435.0
BUENOS AIRES,San Vicente,Alejandro Korn,34760,SI,SI,SI,SI,--,SI,SI,SI,-350135125285778.0,-583865346894091.0
BUENOS AIRES,San Vicente,Domselaar,0,--,SI,--,--,--,SI,SI,SI,-35048692550243.0,-583145745868708.0
BUENOS AIRES,San Vicente,San Vicente,23405,SI,SI,SI,SI,--,SI,SI,SI,-35010404143813.0,-584699705982043.0
BUENOS AIRES,Suipacha,General Rivas,478,SI,--,--,--,--,SI,SI,SI,-346100370680434.0,-597504234207746.0
BUENOS AIRES,Suipacha,Suipacha,8403,SI,--,SI,SI,--,SI,SI,SI,-347712617839883.0,-596879181821818.0
BUENOS AIRES,Tandil,De la Canal,57,--,--,--,--,--,SI,--,--,-371293125663244.0,-59105380206456.0
CABA,COMUNA 04,PARQUE PATRICIOS,40985,SI,SI,SI,SI,SI,SI,SI,SI,-346375496406835.0,-584016756206755.0
CHUBUT,Gaiman,Gaiman,4730,SI,--,SI,SI,SI,--,SI,SI,-43288807480447.0,-654924135000744.0
CHUBUT,Gastre,Blancuntre,82,--,--,--,--,SI,--,SI,--,-425683892291525.0,-689190916237139.0
CHUBUT,Gastre,El Escorial,89,--,--,--,--,SI,--,SI,--,-43098070041959.0,-685596033354947.0
CHUBUT,Gastre,Gastre,602,--,--,--,--,--,SI,SI,SI,-422656204565429.0,-692210978977662.0
CHUBUT,Gastre,Lagunita Salada,129,--,--,--,--,SI,SI,SI,--,-427167792838299.0,-691884723935703.0
CHUBUT,Gastre,Yala Laubat,37,--,--,--,--,SI,--,--,--,-427671354457615.0,-68875421794475.0
CHUBUT,Languiñeo,Aldea Epulef,247,--,--,--,--,SI,SI,SI,--,-432341165952859.0,-697112937770404.0
CHUBUT,Languiñeo,Carrenleufú,317,--,--,--,--,SI,--,SI,--,-435856885437306.0,-717009020245021.0
ENTRE RIOS,Colón,Hocker,0,--,--,--,--,--,--,--,SI,-320874958453901.0,-583417058444451.0
CABA,COMUNA 10,MONTE CASTRO,33623,SI,SI,SI,SI,SI,SI,SI,SI,-346192974826904.0,-585065803391285.0
CORDOBA,Río Cuarto,Coronel Moldes,9005,SI,--,--,--,--,--,SI,SI,-336230868735031.0,-645971033510391.0
CORDOBA,Río Cuarto,Elena,2985,SI,--,--,SI,--,SI,SI,SI,-325720684109952.0,-643929518423935.0
CORDOBA,Río Cuarto,La Carolina,165,SI,--,--,--,SI,SI,SI,--,-331868433713045.0,-647251129655857.0
CORDOBA,Río Cuarto,La Cautiva,969,--,--,--,--,--,--,SI,SI,-3397859138783.0,-640842989461185.0
CORDOBA,Río Cuarto,La Gilda,101,--,--,--,--,--,--,--,--,-332082959166527.0,-642584448995097.0
CORDOBA,Río Cuarto,Las Acequias,2201,SI,--,--,SI,--,--,SI,SI,-332822486969948.0,-639758763865889.0
CABA,COMUNA 13,BELGRANO,126831,SI,SI,SI,SI,SI,SI,SI,SI,-345548815240237.0,-584502890947349.0
CHUBUT,Languiñeo,Colan Conhue,262,--,--,--,--,SI,SI,SI,--,-432425977048335.0,-699302181856069.0
CHUBUT,Languiñeo,Paso del Sapo,472,--,--,--,--,SI,SI,SI,--,-427371109950872.0,-696110020875554.0
CHUBUT,Languiñeo,Tecka,1237,--,--,--,--,SI,--,SI,--,-434935820815258.0,-708135608321009.0
CHUBUT,Mártires,El Mirasol,57,--,--,--,--,SI,--,--,--,-432852932712541.0,-677603113819649.0
CHUBUT,Mártires,Las Plumas,480,--,--,--,--,SI,--,SI,--,-437223979636171.0,-672869956666141.0
CHUBUT,Paso de Indios,Cerro Cóndor,67,--,SI,--,--,SI,--,SI,--,-434233198653988.0,-691640923476749.0
CHUBUT,Paso de Indios,Los Altares,230,--,--,--,--,SI,SI,SI,--,-438711929981581.0,-684301168776514.0
CHUBUT,Paso de Indios,Paso de Indios,1264,--,--,--,--,SI,--,SI,SI,-438663054117658.0,-690448870902309.0
CHUBUT,Rawson,Playa Magagna,76,--,SI,--,--,--,SI,--,--,-433821208618862.0,-650449325683674.0
BUENOS AIRES,Bragado,Bragado,33222,SI,SI,SI,SI,--,SI,SI,SI,-35118942299763.0,-604879147568209.0
BUENOS AIRES,Bragado,Comodoro Py,634,--,--,--,SI,--,SI,--,SI,-353233100374631.0,-605217314911689.0
BUENOS AIRES,Bragado,General O'Brien,2488,SI,--,--,SI,--,SI,SI,SI,-349067979091956.0,-607597838238054.0
BUENOS AIRES,Bragado,Irala,400,--,SI,--,--,--,SI,SI,SI,-347718230311122.0,-606916912010278.0
BUENOS AIRES,Bragado,La Limpia,38,--,--,--,--,--,--,--,--,-350797272650156.0,-605928546665185.0
BUENOS AIRES,Bragado,Máximo Fernández (Est. Juan F. Salaberry),4,--,--,--,--,--,--,--,--,-350615246745825.0,-607060741424473.0
BUENOS AIRES,Bragado,Mechita (Est. Mecha),1414,SI,SI,--,--,--,SI,--,--,-350699378566803.0,-604084937925362.0
BUENOS AIRES,Bragado,Olascoaga,127,--,--,--,--,--,SI,--,--,-352375277927366.0,-606115341696178.0
BUENOS AIRES,Bragado,Warnes,437,SI,--,--,--,--,SI,--,--,-349098734445057.0,-605381681629003.0
BUENOS AIRES,Brandsen,Altamirano,215,--,--,--,--,--,--,SI,SI,-353615828022139.0,-581504868159157.0
BUENOS AIRES,Brandsen,Barrio El Mirador,226,--,--,--,--,--,--,--,SI,-353145370547125.0,-580484420796345.0
BUENOS AIRES,Brandsen,Barrio Las Golondrinas,383,--,--,--,--,--,--,--,SI,-350335777783556.0,-581935382681817.0
BUENOS AIRES,Brandsen,Barrio Los Bosquecitos,124,--,--,--,--,--,--,--,--,-351050389949725.0,-581835007859607.0
BUENOS AIRES,Brandsen,Barrio Parque Las Acacias,229,--,--,--,--,--,--,--,--,-351030329461442.0,-582730405375653.0
BUENOS AIRES,Brandsen,Campos de Roca,234,--,--,--,--,--,--,--,SI,-351149772603157.0,-580953896541907.0
BUENOS AIRES,Brandsen,Club de Campo Las Malvinas,4,--,--,--,--,--,--,--,--,-352139978115731.0,-582433030920635.0
ENTRE RIOS,Paraná,Pueblo Moreno,0,--,--,--,--,--,--,--,--,-315884913847857.0,-600648929343735.0
RIO NEGRO,General Roca,Barrio Unión,106,--,--,--,--,--,SI,--,--,-38979186876102.0,-67941976373184.0
BUENOS AIRES,Brandsen,Coronel Brandsen,19877,SI,SI,--,SI,--,SI,SI,SI,-351690983002919.0,-582373529446643.0
BUENOS AIRES,Brandsen,Gómez,362,--,--,--,--,--,--,SI,SI,-350693655332834.0,-581656899882306.0
BUENOS AIRES,Brandsen,Jeppener,2496,SI,--,--,SI,--,--,SI,SI,-352802043920968.0,-581996649431989.0
BUENOS AIRES,Brandsen,Oliden,183,--,--,--,--,--,--,SI,SI,-351842584334678.0,-579479623248001.0
BUENOS AIRES,Brandsen,Posada de los Lagos,15,--,--,--,--,--,--,--,SI,-351499383981993.0,-580504528667351.0
BUENOS AIRES,Brandsen,Samborombón,6,--,--,--,--,--,--,--,--,-352206242719966.0,-582805297949826.0
BUENOS AIRES,Campana,Alto Los Cardales,1983,--,--,--,SI,--,SI,--,SI,-343160243688815.0,-589784574815339.0
BUENOS AIRES,Campana,Barrio Los Pioneros,1823,--,--,--,--,--,SI,--,SI,-342530406367633.0,-589584400368589.0
BUENOS AIRES,Campana,Campana,86860,SI,SI,SI,SI,SI,SI,SI,SI,-341639618118269.0,-589588741035355.0
BUENOS AIRES,Campana,Chacras del Río Luján,1621,--,--,--,--,--,SI,--,SI,-342934153226239.0,-58921199044246.0
BUENOS AIRES,Campana,Lomas del Río Luján (Est. Río Luján),261,--,SI,--,--,--,--,--,SI,-342816770641806.0,-588911906524052.0
BUENOS AIRES,General Rodríguez,General Rodríguez,85315,SI,SI,SI,SI,SI,SI,SI,SI,-346079239021063.0,-58950282039134.0
BUENOS AIRES,General San Martín,Barrio Parque General San Martin,421,--,--,SI,SI,--,SI,SI,SI,-345673433766504.0,-585843112459936.0
BUENOS AIRES,General San Martín,Billinghurst,19664,SI,SI,--,SI,--,--,SI,SI,-345751071711249.0,-585745828938046.0
BUENOS AIRES,General San Martín,Ciudad Del Libertador General San Martin,29180,SI,SI,--,SI,SI,SI,SI,SI,-345796986848297.0,-585420144816587.0
BUENOS AIRES,General San Martín,Ciudad Jardin El Libertador,63479,--,SI,--,--,--,--,SI,SI,-345416520781805.0,-585959093634496.0
BUENOS AIRES,General San Martín,Va Ma Irene De Los Remedios De Escalada,1265,--,SI,--,--,--,--,--,SI,-345646397095177.0,-585922548425316.0
BUENOS AIRES,General San Martín,Villa Ayacucho,3939,--,SI,--,SI,--,--,--,SI,-345904132636755.0,-585530430923958.0
BUENOS AIRES,General San Martín,Villa Ballester,36272,SI,SI,SI,SI,--,SI,SI,SI,-345422846822324.0,-585583177179822.0
BUENOS AIRES,General San Martín,Villa Bernardo Monteagudo,8519,--,SI,--,SI,--,--,--,SI,-345905899097986.0,-585396606594168.0
BUENOS AIRES,General San Martín,Villa Chacabuco,5179,--,SI,--,SI,--,--,--,SI,-345796744853293.0,-58523036970803.0
BUENOS AIRES,General San Martín,Villa Coronel Jose M. Zapiola,22369,--,SI,--,SI,--,--,--,SI,-345595169115142.0,-585772769308184.0
BUENOS AIRES,General San Martín,Villa General Antonio J. De Sucre,6311,--,SI,--,SI,--,--,--,SI,-345470506011052.0,-585694391894093.0
BUENOS AIRES,General San Martín,Villa General Eugenio Necochea,29982,--,SI,--,SI,--,--,--,SI,-3451253320696.0,-585801478288493.0
BUENOS AIRES,General San Martín,Villa General Jose Tomas Guido,18828,--,SI,--,SI,--,--,--,SI,-34553116323608.0,-585669976603922.0
BUENOS AIRES,General San Martín,Villa General Juan G. Las Heras,11866,--,SI,--,SI,--,--,--,SI,-345612567076697.0,-585553936643491.0
BUENOS AIRES,General San Martín,Villa Godoy Cruz,6116,--,SI,--,SI,--,--,--,SI,-345433989252454.0,-585755928423118.0
BUENOS AIRES,General San Martín,Villa Granaderos De San Martín,21113,--,SI,--,SI,--,SI,--,SI,-345507646909435.0,-585284854572959.0
BUENOS AIRES,General San Martín,Villa Gregoria Matorras,16376,--,SI,--,SI,--,--,--,SI,-345383846467918.0,-585491721010066.0
BUENOS AIRES,General San Martín,Villa José León Suarez,16173,SI,SI,--,SI,--,SI,SI,SI,-345253711653351.0,-585802550661988.0
BUENOS AIRES,Mercedes,Gowland,1738,--,--,--,SI,--,SI,--,SI,-34652429281715.0,-593523186300108.0
BUENOS AIRES,Mercedes,Jorge Born,191,--,--,--,--,--,SI,--,--,-3469896.0,-5931944.0
BUENOS AIRES,Mercedes,Mercedes,56116,SI,SI,SI,SI,SI,SI,SI,SI,-346521715354886.0,-594295981722689.0
BUENOS AIRES,Mercedes,Tomás Jofré,0,--,--,--,--,--,--,--,--,-34698955554941.0,-593194428313109.0
BUENOS AIRES,Merlo,Libertad,112806,SI,SI,SI,SI,SI,SI,SI,SI,-347085422423529.0,-586795867252566.0
BUENOS AIRES,Merlo,Mariano Acosta,60717,SI,SI,--,SI,--,SI,SI,SI,-347154808073462.0,-587976740413845.0
BUENOS AIRES,Merlo,Merlo,274130,SI,SI,SI,SI,--,SI,SI,SI,-346823277014068.0,-587436432079669.0
BUENOS AIRES,Merlo,Pontevedra,37628,SI,SI,SI,SI,--,SI,SI,SI,-347467959489481.0,-587060431536772.0
BUENOS AIRES,Merlo,San Antonio De Padua,42377,SI,SI,SI,SI,--,SI,SI,SI,-346698581359268.0,-58697930436646.0
BUENOS AIRES,Monte,Abbott,603,--,--,--,SI,SI,SI,SI,SI,-352825062106661.0,-588042619084922.0
BUENOS AIRES,Monte,San Miguel del Monte (Est. Monte),17005,SI,SI,SI,SI,--,SI,SI,SI,-354391643240479.0,-588094598355672.0
BUENOS AIRES,Monte,Zenón Videla Dorna,76,--,--,--,--,--,--,--,SI,-355447734044526.0,-588855911917932.0
BUENOS AIRES,Monte Hermoso,Balneario Sauce Grande,118,SI,--,--,SI,--,--,SI,SI,-38995357691335.0,-612152015930805.0
BUENOS AIRES,Monte Hermoso,Monte Hermoso,6351,SI,--,--,SI,--,--,SI,SI,-389815065384254.0,-613005457486605.0
BUENOS AIRES,Moreno,Cuartel V,45231,--,SI,SI,SI,--,SI,SI,SI,-345586595722532.0,-588163010886698.0
BUENOS AIRES,Moreno,Francisco Alvarez,27954,SI,SI,SI,SI,--,SI,SI,SI,-346073137077479.0,-58859942785434.0
BUENOS AIRES,Tigre,Don Torcuato Este,38359,SI,SI,SI,SI,--,SI,SI,SI,-344869370480479.0,-586159410299812.0
BUENOS AIRES,Tigre,Don Torcuato Oeste,42873,--,--,--,--,--,SI,--,SI,-345035354582885.0,-586275286549289.0
BUENOS AIRES,Tigre,El Talar,54374,SI,SI,--,SI,SI,SI,SI,SI,-344713213368481.0,-586570301927479.0
BUENOS AIRES,Tigre,General Pacheco,54208,SI,SI,--,SI,SI,SI,SI,SI,-344523088119909.0,-586448936162046.0
BUENOS AIRES,Tigre,Los Troncos Del Talar,37016,SI,SI,--,SI,SI,--,SI,SI,-344425672031974.0,-586174364127772.0
BUENOS AIRES,Tigre,Nordelta,0,--,SI,--,SI,--,--,SI,SI,-344065916.0,-586712671.0
RIO NEGRO,Ñorquincó,Mamuel Choique,243,--,--,--,SI,--,--,SI,--,-417698416427745.0,-701708632216436.0
RIO NEGRO,Ñorquincó,Ñorquincó,565,--,--,--,--,SI,--,SI,--,-41843448611748.0,-708943932149944.0
RIO NEGRO,Ñorquincó,Ojos de Agua,69,--,--,--,--,--,--,SI,--,-41534892227381.0,-69854645970072.0
BUENOS AIRES,Tigre,Ricardo Rojas,24410,SI,SI,--,SI,--,--,SI,SI,-344563339674448.0,-586806670320976.0
BUENOS AIRES,Tigre,Rincón de Milberg,34588,SI,SI,--,SI,--,SI,SI,SI,-344097532043357.0,-586304827023614.0
BUENOS AIRES,Tigre,Tigre,38954,SI,SI,--,SI,SI,SI,SI,SI,-344266925110065.0,-585779717541318.0
BUENOS AIRES,Tordillo,General Conesa,1302,SI,SI,--,--,--,SI,SI,SI,-365208587437818.0,-573249371025508.0
BUENOS AIRES,Tordillo,Villa Roch,0,--,--,--,--,--,SI,--,SI,-364735206430311.0,-573384090004103.0
BUENOS AIRES,Tornquist,Chasicó,203,--,--,--,--,--,--,SI,--,-383352258409739.0,-626424099899733.0
BUENOS AIRES,Tornquist,Saldungaray,1351,SI,--,--,--,--,--,SI,SI,-382028131038038.0,-617678925154653.0
BUENOS AIRES,Tornquist,Sierra de la Ventana,2165,--,SI,--,SI,--,--,SI,SI,-381366716139365.0,-617956860399239.0
RIO NEGRO,Ñorquincó,Río Chico (Est. Cerro Mesa),282,--,--,--,--,SI,--,SI,--,-417167227835394.0,-704710839014636.0
RIO NEGRO,Pichi Mahuida,Barrio Esperanza,67,--,--,--,SI,--,--,--,--,-39041876855319.0,-639985907357656.0
BUENOS AIRES,Cañuelas,Alejandro Petión,2759,SI,SI,SI,--,--,SI,SI,SI,-349793768508134.0,-586749430768989.0
BUENOS AIRES,Cañuelas,Barrio Belgrano-Máximo Paz,7165,--,--,--,--,--,SI,--,SI,-349364563092157.0,-586143957995956.0
BUENOS AIRES,Cañuelas,Barrio El Taladro,155,--,--,--,--,--,SI,--,SI,-350742486164225.0,-588632420603475.0
BUENOS AIRES,Cañuelas,Cañuelas,29974,SI,SI,SI,SI,SI,SI,SI,SI,-350527140350539.0,-587583856965375.0
